Модель,Серия,Год,Объем двигателя (л),Топливо,Привод,Мощность (л.с.),Пробег (км),КПП,Цена (₽),Ссылка
"BMW X5 3.0 AT, 2011, 202 000 км",X5,2011,3.0,дизель,полный,245,202000,,2599999,https://www.avito.ru/ufa/avtomobili/bmw_x5_3.0_at_2011_202_000_km_4095745905?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X6 3.0 AT, 2012, 145 000 км",X6,2012,3.0,дизель,полный,245,145000,,2820000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2012_145_000_km_4566306946?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 3 серия 2.0 AT, 2018, 130 000 км",3-Series,2018,2.0,дизель,задний,190,130000,,2600000,https://www.avito.ru/gelendzhik/avtomobili/bmw_3_seriya_2.0_at_2018_130_000_km_4612943824?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X3 2.0 AT, 2019, 137 000 км",X3,2019,2.0,бензин,полный,252,137000,,3999000,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2019_137_000_km_4469150616?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 3 серия 2.0 AT, 2011, 207 600 км",3-Series,2011,2.0,бензин,задний,136,207600,,1070000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_3_seriya_2.0_at_2011_207_600_km_4529173357?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW M6 4.4 AMT, 2012, 127 000 км",M6,2012,4.4,бензин,задний,560,127000,,3750000,https://www.avito.ru/mahachkala/avtomobili/bmw_m6_4.4_amt_2012_127_000_km_4636933031?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X5 3.0 AT, 2020, 84 460 км",X5,2020,3.0,дизель,полный,265,84460,,7500000,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2020_84_460_km_4655129546?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X5 3.0 AT, 2019, 134 000 км",X5,2019,3.0,дизель,полный,249,134000,,6800000,https://www.avito.ru/ufa/avtomobili/bmw_x5_3.0_at_2019_134_000_km_4759668058?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X5 3.0 AT, 2019, 125 000 км",X5,2019,3.0,бензин,полный,340,125000,,5500000,https://www.avito.ru/kazan/avtomobili/bmw_x5_3.0_at_2019_125_000_km_4360777462?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X5 3.0 AT, 2020, 88 000 км",X5,2020,3.0,дизель,полный,249,88000,,4310000,https://www.avito.ru/vladivostok/avtomobili/bmw_x5_3.0_at_2020_88_000_km_7252648332?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X5 3.0 AT, 2020, 73 000 км",X5,2020,3.0,бензин,полный,340,73000,,8300000,https://www.avito.ru/groznyy/avtomobili/bmw_x5_3.0_at_2020_73_000_km_4419818597?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW M5 4.4 AT, 2020, 94 000 км",M5,2020,4.4,бензин,полный,625,94000,,8600000,https://www.avito.ru/moskva/avtomobili/bmw_m5_4.4_at_2020_94_000_km_7251482018?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 7 серия 3.0 AT, 2016, 222 500 км",7-Series,2016,3.0,дизель,полный,265,222500,,4380000,https://www.avito.ru/ramenskoe/avtomobili/bmw_7_seriya_3.0_at_2016_222_500_km_4423879641?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 5 серия 2.0 AT, 2021, 64 000 км",5-Series,2021,2.0,бензин,задний,252,64000,,4400000,https://www.avito.ru/nazran/avtomobili/bmw_5_seriya_2.0_at_2021_64_000_km_4771653094?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X6 3.0 AT, 2012, 192 000 км",X6,2012,3.0,бензин,полный,306,192000,,2199999,https://www.avito.ru/magnitogorsk/avtomobili/bmw_x6_3.0_at_2012_192_000_km_7255358653?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 3 серия 2.0 AT, 2014, 216 000 км",3-Series,2014,2.0,бензин,полный,184,216000,,1790000,https://www.avito.ru/kazan/avtomobili/bmw_3_seriya_2.0_at_2014_216_000_km_7235245681?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 5 серия 2.0 AT, 2013, 167 000 км",5-Series,2013,2.0,бензин,задний,184,167000,,1940000,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2013_167_000_km_7205422749?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 5 серия 3.0 AT, 2022, 42 600 км",5-Series,2022,3.0,дизель,полный,286,42600,,7100000,https://www.avito.ru/klintsy/avtomobili/bmw_5_seriya_3.0_at_2022_42_600_km_4733561843?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X6 3.0 AT, 2018, 73 000 км",X6,2018,3.0,дизель,полный,249,73000,,4700000,https://www.avito.ru/sochi/avtomobili/bmw_x6_3.0_at_2018_73_000_km_4526897377?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 5 серия GT 3.0 AT, 2010, 234 767 км",5-Series,2010,3.0,дизель,полный,245,234767,,2150000,https://www.avito.ru/zelenogradsk/avtomobili/bmw_5_seriya_gt_3.0_at_2010_234_767_km_7252089043?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X6 3.0 AT, 2011, 225 000 км",X6,2011,3.0,дизель,полный,306,225000,,1840000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2011_225_000_km_4391810246?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X6 3.0 AT, 2012, 178 600 км",X6,2012,3.0,бензин,полный,306,178600,,2450000,https://www.avito.ru/barnaul/avtomobili/bmw_x6_3.0_at_2012_178_600_km_7235479859?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 5 серия 2.0 AT, 2018, 94 030 км",5-Series,2018,2.0,бензин,задний,184,94030,,2800000,https://www.avito.ru/ekaterinburg/avtomobili/bmw_5_seriya_2.0_at_2018_94_030_km_4802397700?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 3 серия 2.0 AT, 2019, 136 600 км",3-Series,2019,2.0,дизель,задний,190,136600,,3000000,https://www.avito.ru/syzran/avtomobili/bmw_3_seriya_2.0_at_2019_136_600_km_7207592099?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 5 серия 2.5 AT, 2011, 300 000 км",5-Series,2011,2.5,бензин,задний,204,300000,,1640000,https://www.avito.ru/simferopol/avtomobili/bmw_5_seriya_2.5_at_2011_300_000_km_7257886721?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X1 2.0 AT, 2014, 217 000 км",X1,2014,2.0,бензин,полный,184,217000,,1300000,https://www.avito.ru/velikiy_novgorod/avtomobili/bmw_x1_2.0_at_2014_217_000_km_7229131620?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW M5 4.4 AMT, 2013, 131 400 км",M5,2013,4.4,бензин,задний,560,131400,,5000000,https://www.avito.ru/mahachkala/avtomobili/bmw_m5_4.4_amt_2013_131_400_km_4601043327?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 3 серия 2.0 AT, 2011, 210 000 км",3-Series,2011,2.0,бензин,задний,245,210000,,1400000,https://www.avito.ru/sochi/avtomobili/bmw_3_seriya_2.0_at_2011_210_000_km_4610704378?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 5 серия 4.4 AT, 2021, 29 973 км",5-Series,2021,4.4,бензин,полный,530,29973,,9800000,https://www.avito.ru/ulyanovsk/avtomobili/bmw_5_seriya_4.4_at_2021_29_973_km_4686831271?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW 1 серия 1.6 AT, 2011, 205 300 км",1-Series,2011,1.6,бензин,задний,115,205300,,790000,https://www.avito.ru/perm/avtomobili/bmw_1_seriya_1.6_at_2011_205_300_km_4751592396?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlFDWHlrSlhTSzFXaEd3UFAiO31ceWoIJgAAAA
"BMW X5 3.0 AT, 2014, 286 000 км",X5,2014,3.0,бензин,полный,306,286000,,2650000,https://www.avito.ru/ryazan/avtomobili/bmw_x5_3.0_at_2014_286_000_km_3326773832?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X3 2.0 AT, 2019, 181 500 км",X3,2019,2.0,бензин,полный,249,181500,,3350000,https://www.avito.ru/smolensk/avtomobili/bmw_x3_2.0_at_2019_181_500_km_4668748052?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2018, 115 000 км",X5,2018,3.0,дизель,полный,313,115000,,4940000,https://www.avito.ru/kazan/avtomobili/bmw_x5_3.0_at_2018_115_000_km_4755323258?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 3.0 AT, 2017, 227 000 км",5-Series,2017,3.0,дизель,задний,265,227000,,4150000,https://www.avito.ru/simferopol/avtomobili/bmw_5_seriya_3.0_at_2017_227_000_km_4469235975?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 1 серия 1.6 AT, 2011, 260 123 км",1-Series,2011,1.6,бензин,задний,115,260123,,620000,https://www.avito.ru/kazan/avtomobili/bmw_1_seriya_1.6_at_2011_260_123_km_4856409164?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2020, 5 000 км",X5,2020,3.0,дизель,полный,249,5000,,9000000,https://www.avito.ru/kabardino_balkariya_kamenka/avtomobili/bmw_x5_3.0_at_2020_5_000_km_4826440027?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 2.0 AT, 2013, 178 980 км",3-Series,2013,2.0,дизель,полный,184,178980,,1599000,https://www.avito.ru/kaliningrad/avtomobili/bmw_3_seriya_2.0_at_2013_178_980_km_7234204362?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 1.5 AT, 2019, 118 000 км",3-Series,2019,1.5,бензин,задний,136,118000,,2750000,https://www.avito.ru/samara/avtomobili/bmw_3_seriya_1.5_at_2019_118_000_km_4646953630?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 2.0 AT, 2012, 199 374 км",3-Series,2012,2.0,дизель,задний,184,199374,,1570000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2012_199_374_km_4592560706?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 3.0 AT, 2019, 74 000 км",3-Series,2019,3.0,бензин,задний,387,74000,,4900000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_3.0_at_2019_74_000_km_7200947087?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 2.0 AT, 2019, 161 000 км",5-Series,2019,2.0,дизель,полный,190,161000,,2890000,https://www.avito.ru/kursk/avtomobili/bmw_5_seriya_2.0_at_2019_161_000_km_7251144511?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 2.0 AT, 2013, 199 000 км",5-Series,2013,2.0,бензин,задний,184,199000,,1845000,https://www.avito.ru/lipetsk/avtomobili/bmw_5_seriya_2.0_at_2013_199_000_km_4787035271?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 2.0 AT, 2014, 138 255 км",5-Series,2014,2.0,бензин,задний,184,138255,,2350000,https://www.avito.ru/surgut/avtomobili/bmw_5_seriya_2.0_at_2014_138_255_km_7241612815?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X3 2.0 AT, 2018, 76 517 км",X3,2018,2.0,дизель,полный,190,76517,,3670000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x3_2.0_at_2018_76_517_km_4604989177?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X2 2.0 AT, 2019, 76 645 км",X2,2019,2.0,дизель,полный,190,76645,,3350000,https://www.avito.ru/sochi/avtomobili/bmw_x2_2.0_at_2019_76_645_km_4608810360?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X1 2.0 AT, 2011, 174 000 км",X1,2011,2.0,бензин,задний,150,174000,,1150000,https://www.avito.ru/saratov/avtomobili/bmw_x1_2.0_at_2011_174_000_km_4374635652?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X6 3.0 AT, 2021, 72 000 км",X6,2021,3.0,дизель,полный,340,72000,,9300000,https://www.avito.ru/rostov-na-donu/avtomobili/bmw_x6_3.0_at_2021_72_000_km_4379046930?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 6 серия Gran Coupe 3.0 AT, 2012, 158 000 км",6-Series,2012,3.0,дизель,задний,313,158000,,3200000,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_gran_coupe_3.0_at_2012_158_000_km_4174899312?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 3.0 AT, 2019, 107 000 км",5-Series,2019,3.0,дизель,полный,320,107000,,4300000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2019_107_000_km_4730068743?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X4 2.0 AT, 2019, 101 000 км",X4,2019,2.0,дизель,полный,231,101000,,4270000,https://www.avito.ru/nekrasovskiy/avtomobili/bmw_x4_2.0_at_2019_101_000_km_4575964714?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 3.0 AT, 2010, 338 000 км",5-Series,2010,3.0,бензин,задний,258,338000,,1445000,https://www.avito.ru/ishimbay/avtomobili/bmw_5_seriya_3.0_at_2010_338_000_km_4593527944?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 2.0 AT, 2022, 28 100 км",5-Series,2022,2.0,бензин,полный,249,28100,,6650000,https://www.avito.ru/domodedovo/avtomobili/bmw_5_seriya_2.0_at_2022_28_100_km_7229986965?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 2.0 AT, 2017, 78 000 км",3-Series,2017,2.0,бензин,задний,184,78000,,2100000,https://www.avito.ru/belorechensk/avtomobili/bmw_3_seriya_2.0_at_2017_78_000_km_4623791763?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 2.0 AT, 2016, 138 000 км",3-Series,2016,2.0,бензин,задний,245,138000,,2830000,https://www.avito.ru/stavropol/avtomobili/bmw_3_seriya_2.0_at_2016_138_000_km_7236004339?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2011, 189 000 км",X5,2011,3.0,дизель,полный,245,189000,,2375000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2011_189_000_km_4669217129?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X4 2.0 AT, 2019, 79 000 км",X4,2019,2.0,дизель,полный,190,79000,,4170000,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2019_79_000_km_7213984862?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 2.0 AT, 2023, 7 400 км",5-Series,2023,2.0,бензин,полный,258,7400,,8550000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2023_7_400_km_4305221105?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X6 3.0 AT, 2011, 127 000 км",X6,2011,3.0,дизель,полный,245,127000,,2800000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x6_3.0_at_2011_127_000_km_7235540600?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 7 серия 3.0 AT, 2023, 16 000 км",7-Series,2023,3.0,дизель,полный,299,16000,,14750000,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2023_16_000_km_4826706016?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X1 2.0 AT, 2011, 199 500 км",X1,2011,2.0,бензин,задний,150,199500,,1250000,https://www.avito.ru/dubovoe/avtomobili/bmw_x1_2.0_at_2011_199_500_km_4327037635?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X3 3.0 AT, 2012, 139 900 км",X3,2012,3.0,дизель,полный,249,139900,,2399000,https://www.avito.ru/izhevsk/avtomobili/bmw_x3_3.0_at_2012_139_900_km_4637392445?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 3.0 AT, 2020, 122 000 км",5-Series,2020,3.0,дизель,полный,249,122000,,5470000,https://www.avito.ru/groznyy/avtomobili/bmw_5_seriya_3.0_at_2020_122_000_km_4730071590?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 2.0 AT, 2017, 160 000 км",5-Series,2017,2.0,дизель,задний,190,160000,,3600000,https://www.avito.ru/yalta/avtomobili/bmw_5_seriya_2.0_at_2017_160_000_km_4549938614?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 2.0 AT, 2020, 110 000 км",3-Series,2020,2.0,бензин,задний,258,110000,,3510000,https://www.avito.ru/lipetsk/avtomobili/bmw_3_seriya_2.0_at_2020_110_000_km_7247433334?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2019, 93 000 км",X5,2019,3.0,дизель,полный,400,93000,,7500000,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2019_93_000_km_4668431863?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 1.5 AT, 2015, 200 000 км",3-Series,2015,1.5,бензин,задний,136,200000,,1650000,https://www.avito.ru/kropotkin/avtomobili/bmw_3_seriya_1.5_at_2015_200_000_km_4426730349?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 3.0 AT, 2012, 90 000 км",5-Series,2012,3.0,дизель,полный,258,90000,,2350000,https://www.avito.ru/mahachkala/avtomobili/bmw_5_seriya_3.0_at_2012_90_000_km_4307942438?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW M5 4.4 AT, 2020, 28 000 км",M5,2020,4.4,бензин,полный,625,28000,,13800000,https://www.avito.ru/vladikavkaz/avtomobili/bmw_m5_4.4_at_2020_28_000_km_7256384818?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X3 2.0 AT, 2019, 111 000 км",X3,2019,2.0,дизель,полный,190,111000,,4225000,https://www.avito.ru/izhevsk/avtomobili/bmw_x3_2.0_at_2019_111_000_km_4625093580?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X3 2.0 AT, 2011, 266 000 км",X3,2011,2.0,дизель,полный,184,266000,,1400000,https://www.avito.ru/ivanovo/avtomobili/bmw_x3_2.0_at_2011_266_000_km_4664903061?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 8 серия 3.0 AT, 2019, 55 000 км",8-Series,2019,3.0,дизель,полный,320,55000,,8500000,https://www.avito.ru/moskva/avtomobili/bmw_8_seriya_3.0_at_2019_55_000_km_4601009801?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 1 серия 1.6 AT, 2013, 193 356 км",1-Series,2013,1.6,бензин,задний,136,193356,,999000,https://www.avito.ru/krasnodar/avtomobili/bmw_1_seriya_1.6_at_2013_193_356_km_4594647946?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2010, 329 397 км",X5,2010,3.0,бензин,полный,272,329397,,1840000,https://www.avito.ru/volgograd/avtomobili/bmw_x5_3.0_at_2010_329_397_km_7255729748?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 3 серия 2.0 AT, 2014, 194 500 км",3-Series,2014,2.0,бензин,задний,184,194500,,1800000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2014_194_500_km_4195548974?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
